,aeration,flowrate
0,0.006454443911695881,1.014050152193364
1,0.0005767033286772118,1.578953102652374
2,0.010584077912806208,2.021004370642295
3,0.025646657845515848,2.0699394168543965
4,0.011257105633912329,1.8640922239160984
5,0.015627373287490327,1.4059535161352
6,0.010951342117950718,2.6452736188689308
7,0.008753009212163205,2.014066027802443
8,0.0024726870316964626,1.7038431205720996
9,0.016808237670084495,2.9479979931075238
10,0.012472054922456205,2.0828288896700164
11,0.01136733885402612,2.087331179638103
12,0.0147838590558336,1.2623871654492929
13,0.0063316549195532,2.473703345872385
14,0.01389520184320284,3.666455871091227
15,0.0031526758832873293,1.875753387634274
16,0.011465559539639387,2.1620861376237794
17,0.01985414250779971,1.2913244975277964
18,0.012648494076248967,2.5988368050703694
19,0.008715607165003057,1.7287551719918957
20,0.012540046134741484,1.9042659890877724
21,0.016410886508550205,2.7398586491386028
22,0.012986031964734919,2.088669236057568
23,0.0044333096328462475,2.305555106839583
24,0.012401428693744863,1.3428983231839051
25,0.009820905439986264,1.5272513998274055
26,0.01935095136301216,1.3066069185357834
27,0.01757073441284753,1.6355106917534785
28,0.006096270822707928,1.9024345215652583
29,0.017099972557820725,1.521325309170795
30,0.013283863860751918,1.9678938560730401
31,0.017356787870905444,1.5243194069422341
32,0.008025688970389595,2.9523670188760804
33,0.01184796824998034,1.8688423547736712
34,0.0061817080665604015,2.0588729331526245
35,0.012791194004057961,1.7525534573096007
36,0.014924219855471415,1.2200111614306663
37,0.019194542175299634,1.5424120225784386
38,0.015212160651439864,2.55405676506058
39,0.0026912329860498026,1.5353382251198628
40,0.011407345555800712,1.9635345541923135
41,0.002303559434535807,1.363484228042616
42,0.008272820836193432,1.7259492849067275
43,0.007035100093814447,1.224645998340891
44,0.016767046249906863,2.7528168778852256
45,0.015542527170076955,3.685807450147529
46,0.014615883283281759,1.3155278803112669
47,0.012826967928470615,1.953478739518921
48,0.010651083171037475,1.6157500672076763
49,0.008266619762317339,2.546065733774697
50,0.005891608098418768,1.0953812389591409
51,0.010521534463617166,1.5188808558206952
52,0.012471632976416238,2.84965661049033
53,0.013734898169698135,1.4335799808792102
54,0.010117009932161053,2.1652307227260286
55,0.006474155514543914,1.9383725384963515
56,0.016135104270004887,1.6443510344871077
57,0.008353265487599876,3.3112138842375423
58,0.014309578645324759,1.1850619863532645
59,0.011226690157933237,1.9829169002865485
60,0.022734712460687062,2.2056569786701288
61,0.013288859429728832,1.4701303308409024
62,0.011947696684265069,1.9716511273296295
63,0.012747779776658714,3.9052218114712955
64,0.016024316355710316,1.388823955340204
65,0.013099166899895114,1.986366328394556
66,0.0038597931121748946,5.5898407431609805
67,0.01694734418850534,2.8956997114817877
68,0.017298124772416608,2.0145473595532835
69,0.010407930788656698,1.9641786097198206
70,0.013800313079900258,2.504335194711099
71,0.008719448943237555,1.9904084597914353
72,0.010222818556470078,1.3781267068899141
73,0.014372340958054232,1.6256865972045036
74,0.009250869085209439,2.34159101012689
75,0.013624807468989258,1.390429542152751
76,0.007490813838379056,2.478193664591247
77,0.009353602739783947,3.1757490357448495
78,0.019422244912240462,1.424738051023838
79,0.012840317546564332,1.9659508362947962
80,0.004447425041018847,3.10000053816163
81,0.012967987644432938,1.9449339963696946
82,0.004848072657002932,1.7166988354681747
83,0.00551583108259128,1.9857743982220288
84,0.015327076135510143,2.0970125990734783
85,0.016365184782389266,2.6040733110899237
86,0.01219946724484343,2.17292125443802
87,0.012142318022489051,1.9781048755751682
88,0.021119814539559696,1.3791378703966128
89,0.01763041944293316,1.8358527225905374
90,0.01055745916739797,1.3353277262330048
91,0.007020547121556374,1.6959299338495548
92,0.009824968906255324,2.5222270170123426
93,0.010750582637511637,1.6416347546811405
94,0.013080693672005036,2.6664433784414285
95,0.011128352163683143,1.851180457751024
96,0.007238236704021171,2.2708974806178897
97,0.014899921347315319,1.618030399220787
98,0.014438334085004955,2.323394099751177
99,0.019626594102843755,2.339206412580813
100,0.01269531769472903,2.0719266909657756
101,0.014255437883502035,2.0201002182807892
102,0.004851617188828185,3.659141710260679
103,0.01091465717548255,2.150785801506838
104,0.003923552388129921,2.0268476285135786
105,0.0039529266329503335,1.306874019495721
106,0.005082373572511593,2.128913100084795
107,0.014411278662724797,2.641756595441061
108,0.005499930086688009,2.0275434631517437
109,0.018901992978147427,2.543975590244797
110,0.016601135361110096,2.2448191546781184
111,0.00494097532987803,2.1817331914658644
112,0.007676096597176765,2.0386312916254283
113,0.020109861831526143,4.432913830167222
114,0.014554419513351262,1.8197352941773957
115,0.020969418968066214,1.5507783582705656
116,0.0032142156324886494,2.6416748807229915
117,0.015739494299721237,2.055029926326432
118,0.009258680734690345,1.0223005785178616
119,0.0030463407946962964,0.9655346603962933
120,0.018272376981574634,1.4002728907300812
121,0.011049354660153237,1.5246699262038634
122,0.014443798193248009,1.8750262396518635
123,0.015291938711135433,2.092759489405279
124,0.008112845792405902,3.3996094369652186
125,0.01235119096802828,1.7460233055022343
126,0.005383778139527298,3.071524101281631
127,0.012447465250909607,1.7769941548294905
128,0.009928103961052053,2.849530086735527
129,0.007664489452439961,2.925474838589203
130,0.013062669946576693,1.663341061629757
131,0.017395889554758865,1.1733240331072488
132,0.008244951929739801,1.9999456099910233
133,0.01143281660096092,1.7839267785225852
134,0.012249665893453469,1.7910864588563187
135,0.015797500690004858,2.8716549442678327
136,0.013092195430991549,1.8830107370789542
137,0.01168293843662077,2.0552761769274297
138,0.016079840752127348,4.2095650271677405
139,0.006807105777969798,3.7701579542296453
140,0.006145157474711264,2.1282324984021295
141,0.014430377479524251,2.55394232453672
142,0.017003243663358116,3.282758890307057
143,0.010986758697357709,3.322531337187666
144,0.008635434540009156,1.8985345609400295
145,0.00548499129793383,2.3949628035537187
146,0.015429871154840201,1.1205814866425214
147,0.009497093290878549,2.225564566795897
148,0.009454401086235636,2.009712043382138
149,0.013352430919584286,2.0631053623957607
150,0.01404008974940012,1.9993955298484092
151,0.012984826704291214,2.390244373841212
152,0.007655348903405201,1.904925204317569
153,0.011756654338595676,3.2021936582252293
154,0.015398916069136116,1.8830680423110373
155,0.0034655863230892044,1.9130059255077208
156,0.02070008206660358,1.4030466643634678
157,0.005144040062609731,2.187473643121054
158,0.010950636946349299,1.3224388206067583
159,0.008654943234108856,2.1157726661372274
160,0.01233741409052919,1.4106815754646993
161,0.010038761022637208,3.1213094819616973
162,0.009081429540242728,3.7279360483539583
